City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Lumberton,US,34.6182,-79.0086,30.34,47,0,8.75,clear sky
453,Umm Lajj,SA,25.0213,37.2685,60.51,46,0,10.85,clear sky
454,Zhuzhou,CN,27.8333,113.15,39.33,74,91,6.82,overcast clouds
455,Tautira,PF,-17.7333,-149.15,80.62,74,49,8.34,light rain
456,Kainantu,PG,-6.2887,145.8655,73.58,67,97,0.89,moderate rain
457,Vostok,RU,46.4856,135.8833,-0.96,78,89,4.85,overcast clouds
458,Spornoye,RU,50.8448,37.2913,28.42,97,91,10.69,overcast clouds
459,Ryazanovskiy,RU,55.55,39.4333,8.55,99,92,3.96,overcast clouds
460,Marzuq,YE,14.4,46.4667,60.76,67,24,3.38,few clouds
461,Port Augusta,AU,-32.5,137.7667,99.72,29,17,12.08,few clouds
462,Peace River,CA,56.2501,-117.286,32.31,86,100,13.8,overcast clouds
463,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.28,95,100,7.67,overcast clouds
464,Margate,GB,51.3813,1.3862,40.87,80,26,5.01,scattered clouds
465,Iralaya,HN,15.0,-83.2333,74.7,83,7,12.55,clear sky
466,Kimbe,PG,-5.5502,150.1429,86.43,65,53,6.49,light rain
467,Bud,US,39.447,-86.1758,23.92,71,97,8.61,overcast clouds
468,Inhambane,MZ,-23.865,35.3833,73.38,88,40,6.33,scattered clouds
469,Ambam,CM,2.3833,11.2833,71.31,82,99,3.67,overcast clouds
470,Shelby,US,35.2001,-89.8668,36.36,46,20,1.01,few clouds
471,Touba,CI,8.2833,-7.6833,70.92,25,90,0.81,overcast clouds
472,Rio Grande,BR,-32.035,-52.0986,67.95,66,6,11.79,clear sky
473,Sabang,ID,5.8933,95.3214,82.11,67,40,6.62,scattered clouds
474,Muros,ES,42.7762,-9.0603,45.1,60,18,5.66,few clouds
475,Soyo,AO,-6.1349,12.3689,78.15,88,100,3.69,overcast clouds
476,Yakovlevo,RU,50.8603,36.4478,28.65,96,90,11.1,overcast clouds
477,Tatvan,TR,38.5067,42.2817,14.86,96,100,3.98,overcast clouds
478,Rockland,US,41.1668,-74.0496,12.72,46,100,1.01,overcast clouds
479,Duldurga,RU,50.6761,113.5931,5.25,74,16,4.79,few clouds
480,Sweetwater,US,25.7634,-80.3731,49.01,56,0,1.01,clear sky
481,Aviles,ES,43.5547,-5.9248,49.37,80,100,4.0,overcast clouds
482,Conceicao Do Castelo,BR,-20.3683,-41.2439,67.28,91,98,4.65,overcast clouds
483,Magadan,RU,59.5667,150.8,18.75,77,100,12.15,overcast clouds
484,Henderson,US,36.0397,-114.9819,57.15,18,0,4.61,clear sky
485,Hay River,CA,60.8156,-115.7999,-4.02,77,100,10.36,light snow
486,Utete,TZ,-7.986,38.758,72.93,99,100,1.54,overcast clouds
487,Shahr-E Babak,IR,30.1165,55.1186,41.05,61,41,5.35,scattered clouds
488,Hornepayne,CA,49.2138,-84.7705,4.91,97,100,3.87,overcast clouds
489,Kidal,ML,18.4411,1.4078,63.63,16,10,13.38,clear sky
490,Santo Domingo,DO,18.5001,-69.9886,77.04,77,85,1.9,overcast clouds
491,Sault Sainte Marie,CA,46.5168,-84.3333,15.89,78,100,6.91,overcast clouds
492,Matagami,CA,49.7502,-77.6328,-14.69,84,0,4.61,clear sky
493,Manicore,BR,-5.8092,-61.3003,71.31,100,100,2.37,light rain
494,Moundsville,US,39.9203,-80.7431,9.55,82,85,2.21,overcast clouds
495,Palmer,US,42.1584,-72.3287,11.62,54,100,3.0,overcast clouds
496,Maningrida,AU,-12.0667,134.2667,80.15,85,100,17.81,moderate rain
497,Tura,IN,25.5198,90.2201,64.33,41,0,2.95,clear sky
498,Tukrah,LY,32.5341,20.5791,53.11,69,100,31.85,overcast clouds
499,Hobyo,SO,5.3505,48.5268,74.14,74,90,15.21,overcast clouds
500,Sungai Besar,MY,3.6746,100.9867,89.65,77,99,4.83,overcast clouds
501,Chissamba,AO,-12.1667,17.3333,60.98,95,100,2.68,overcast clouds
502,Buala,SB,-8.145,159.5921,85.3,71,99,7.4,light rain
503,Cortez,US,37.3489,-108.5859,37.42,67,0,4.61,clear sky
504,Pacific Grove,US,36.6177,-121.9166,53.42,75,0,1.99,clear sky
505,Mogocha,RU,53.7333,119.7667,8.24,60,7,4.43,clear sky
506,Altay,CN,47.8667,88.1167,8.06,65,91,3.6,overcast clouds
507,Pundaguitan,PH,6.3711,126.1689,81.36,73,93,2.68,overcast clouds
508,Novolugovoye,RU,54.9792,83.1138,3.4,84,54,4.74,broken clouds
509,Broken Hill,AU,-31.95,141.4333,87.35,45,54,8.23,broken clouds
510,Nazas,MX,25.2333,-104.1333,54.1,54,1,4.41,clear sky
511,Polunochnoye,RU,60.8697,60.4153,-5.58,100,100,1.99,overcast clouds
512,Torbay,CA,47.6666,-52.7314,46.27,95,100,32.21,heavy intensity rain
513,Rajauri,IN,33.3833,74.3,54.64,41,0,3.44,clear sky
514,Veraval,IN,20.9,70.3667,71.01,28,0,6.08,clear sky
515,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.0,85,100,28.77,overcast clouds
516,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,75,4.47,broken clouds
517,Sao Caetano De Odivelas,BR,-0.75,-48.02,72.48,97,100,3.22,overcast clouds
518,Ocampo,MX,21.65,-101.5,48.69,60,13,6.82,few clouds
519,Quatre Cocos,MU,-20.2078,57.7625,83.08,71,98,14.67,overcast clouds
520,Ceyhan,TR,37.0247,35.8175,46.24,74,100,5.84,overcast clouds
521,Rochdale,GB,53.6177,-2.1552,41.59,89,49,2.35,scattered clouds
522,Skibbereen,IE,51.55,-9.2667,39.0,72,75,2.17,broken clouds
523,Poum,NC,-20.2333,164.0167,81.84,77,100,8.66,overcast clouds
524,Okhotsk,RU,59.3833,143.3,17.31,80,100,14.09,overcast clouds
525,Sainte-Luce,MQ,14.4673,-60.9271,75.43,78,20,3.44,few clouds
526,Sibolga,ID,1.7427,98.7792,83.75,70,82,3.18,broken clouds
527,Atar,MR,20.5169,-13.0499,71.71,23,99,7.0,overcast clouds
528,Kilindoni,TZ,-7.9139,39.6668,77.25,86,99,9.4,moderate rain
529,Chake Chake,TZ,-5.2459,39.7666,77.85,81,100,9.8,overcast clouds
530,Mezhdurechensk,RU,53.6942,88.0603,9.61,84,98,2.44,overcast clouds
531,Hanyang,CN,32.1371,105.5126,40.75,71,97,1.54,overcast clouds
532,Itarema,BR,-2.9248,-39.9167,75.87,84,98,8.95,light rain
533,Alyangula,AU,-13.8483,136.4192,84.15,73,100,14.34,moderate rain
534,Port Hardy,CA,50.6996,-127.4199,47.75,81,100,21.85,light rain
535,Mkushi,ZM,-13.6202,29.3939,63.97,99,100,1.88,moderate rain
536,Bulri,PK,24.8667,68.3333,68.29,72,0,8.32,clear sky
537,Colon,PA,9.3592,-79.9014,77.02,85,50,5.99,scattered clouds
538,Bonfim,BR,3.0833,-59.95,80.6,50,89,8.99,overcast clouds
539,Khani,GE,41.9563,42.9566,24.37,77,67,7.4,broken clouds
540,Loikaw,MM,19.6742,97.2094,73.26,23,48,3.11,scattered clouds
541,Bushehr,IR,28.9684,50.8385,57.22,58,0,9.22,clear sky
542,Kozhva,RU,65.1073,57.0459,14.65,91,100,10.4,overcast clouds
543,Gondanglegi,ID,-7.7479,112.0132,87.44,65,86,3.51,overcast clouds
544,Vao,NC,-22.6667,167.4833,80.11,86,8,18.92,clear sky
545,Chumikan,RU,54.7183,135.315,4.51,80,100,19.3,overcast clouds
546,Forbes,AU,-33.3833,148.0167,88.92,37,20,9.73,few clouds
547,Road Town,VG,18.4167,-64.6167,73.99,65,0,8.08,clear sky
548,Cartagena Del Chaira,CO,1.3349,-74.8429,74.7,64,77,2.62,broken clouds
549,Ust-Ordynskiy,RU,52.805,104.7508,-9.18,99,100,0.54,overcast clouds
550,Muroto,JP,33.2833,134.15,50.04,61,100,5.19,overcast clouds
551,Bol,TD,13.4586,14.7147,63.09,35,91,20.76,overcast clouds
552,Emba,KZ,48.8264,58.1442,14.07,96,97,7.61,overcast clouds
553,Beloha,MG,-25.1667,45.05,73.89,80,61,10.29,broken clouds
554,Nikel,RU,69.4128,30.222,-0.22,100,95,1.19,overcast clouds
555,Loa Janan,ID,-0.583,117.095,90.21,57,100,1.77,overcast clouds
556,Paamiut,GL,61.994,-49.6678,12.24,70,100,6.64,light snow
557,Namatanai,PG,-3.6667,152.4333,82.74,77,100,5.41,moderate rain
558,Bambanglipuro,ID,-7.95,110.2833,76.6,71,92,6.42,overcast clouds
559,Mabaruma,GY,8.2,-59.7833,69.87,91,22,1.86,few clouds
560,Plavsk,RU,53.7094,37.2919,14.09,98,93,8.19,overcast clouds
561,Esperance,AU,-33.8667,121.9,98.44,45,6,13.38,clear sky
562,Chute-Aux-Outardes,CA,49.1168,-68.399,8.91,78,100,16.11,snow
563,Kampot,KH,10.6167,104.1833,86.05,59,52,7.29,broken clouds
564,Sokoni,TZ,-6.4333,39.55,79.32,78,100,8.7,overcast clouds
565,Vaitape,PF,-16.5167,-151.75,80.8,71,100,6.29,overcast clouds
566,Macau,MO,22.2006,113.5461,65.79,67,0,21.85,clear sky
567,Cooma,AU,-36.2333,149.1333,67.77,88,100,6.91,light rain
568,Kudahuvadhoo,MV,2.6708,72.8944,81.36,74,80,10.58,broken clouds
569,Bowmore,US,34.9421,-79.3031,28.74,36,0,6.91,clear sky
570,Isparta,TR,38.0,31.0,20.16,91,100,3.6,light snow
571,Shima,CN,24.4478,117.8111,61.21,68,94,4.59,overcast clouds
572,Bongandanga,CD,1.5,21.05,66.04,42,12,1.72,few clouds
573,Ostersund,SE,63.1792,14.6357,28.62,93,100,10.36,overcast clouds
574,Novyy Urgal,RU,51.0736,132.5642,-14.08,87,81,0.94,broken clouds
575,Acambay,MX,19.9558,-99.8417,49.98,71,48,0.31,scattered clouds
576,Seydi,TM,39.4816,62.9137,34.74,73,91,9.22,overcast clouds
577,Nisia Floresta,BR,-6.0911,-35.2086,77.38,88,100,4.92,overcast clouds
578,Lodja,CD,-3.4833,23.4333,71.1,80,100,1.97,overcast clouds
579,Asilah,MA,35.465,-6.0348,57.16,81,65,12.46,broken clouds
580,Loves Park,US,42.32,-89.0582,18.72,79,0,4.0,clear sky
581,Guadalupe Y Calvo,MX,26.1,-106.9667,41.65,64,22,3.98,few clouds
582,Puerto Narino,CO,-3.7703,-70.3831,76.95,78,88,2.33,overcast clouds
583,Lucea,JM,18.451,-78.1736,76.86,80,16,22.73,few clouds
584,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.93,98,100,1.16,overcast clouds
585,La Macarena,CO,2.1837,-73.7849,76.12,58,92,3.04,overcast clouds
586,Weligama,LK,5.9667,80.4167,84.43,59,6,5.48,clear sky
587,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,68,78,11.81,broken clouds
588,Znamenskoye,RU,57.1281,73.8282,7.66,85,100,8.61,overcast clouds
589,Tupik,RU,54.4253,119.9327,-0.49,78,12,3.83,few clouds
590,Guerrero Negro,MX,27.9769,-114.0611,61.21,66,7,10.47,clear sky
591,Sechura,PE,-5.5569,-80.8222,72.84,73,89,13.04,overcast clouds
592,Uaua,BR,-9.8414,-39.4817,71.65,76,100,1.41,overcast clouds
593,Saint-Augustin,CA,51.226,-58.6502,12.04,93,100,30.71,snow
594,Lascahobas,HT,18.8294,-71.9364,76.64,85,68,0.72,broken clouds
595,Roma,US,43.2128,-75.4557,6.58,61,0,4.61,clear sky
596,Luderitz,NA,-26.6481,15.1594,66.25,82,18,4.18,few clouds
597,Lata,PT,40.1629,-8.3327,49.71,50,0,5.1,clear sky
598,Chinhoyi,ZW,-17.3667,30.2,64.04,96,100,6.93,overcast clouds
599,Piacabucu,BR,-10.4056,-36.4344,77.23,69,100,7.78,overcast clouds
600,Tres Arroyos,AR,-38.3739,-60.2798,72.5,57,73,17.6,broken clouds
601,Edd,ER,13.9297,41.6925,76.53,68,41,6.42,scattered clouds
602,Miraflores,MX,19.2167,-98.8083,60.03,67,86,1.81,overcast clouds
603,Hecun,CN,36.5333,114.1111,42.22,45,6,5.68,clear sky
604,Goderich,CA,43.7501,-81.7165,15.91,73,100,10.36,overcast clouds
605,Lianyuan,CN,27.6883,111.6642,39.69,77,100,4.9,overcast clouds
606,Salta,AR,-24.7859,-65.4117,68.29,87,75,3.44,broken clouds
607,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,88,40,14.65,scattered clouds
608,Poya,NC,-21.35,165.15,86.81,64,61,11.21,broken clouds
609,Bosaso,SO,11.2842,49.1816,75.18,73,20,0.0,few clouds
610,Dhidhdhoo,MV,6.8833,73.1,82.63,71,54,16.04,broken clouds
611,San Vicente,AR,-26.6167,-54.1333,61.32,93,45,2.77,scattered clouds
612,Cascais,PT,38.6979,-9.4215,55.47,35,99,5.01,overcast clouds
613,Smoky Lake,CA,54.1169,-112.4686,24.42,91,100,4.27,overcast clouds
614,Benghazi,LY,32.1167,20.0667,54.34,62,90,29.51,overcast clouds
615,Pirgos,GR,35.1167,25.7178,51.48,91,94,6.91,overcast clouds
616,Luzhou,CN,28.8724,105.4405,48.15,68,57,2.26,broken clouds
617,Mayo,US,38.8876,-76.5119,22.98,50,0,11.99,clear sky
618,Ushirombo,TZ,-3.4919,31.9639,64.99,82,100,2.19,overcast clouds
619,Niksar,TR,40.5917,36.9517,25.75,81,100,5.75,overcast clouds
620,Anadyr,RU,64.75,177.4833,-8.9,77,75,0.0,fog
621,Dubbo,AU,-32.25,148.6167,89.73,43,40,6.91,scattered clouds
622,Port Antonio,JM,18.18,-76.4612,76.91,82,2,8.01,clear sky
623,San Lorenzo,PY,-25.3333,-57.5333,72.59,68,0,1.99,clear sky
624,Kutum,SD,14.2,24.6667,47.68,26,7,5.75,clear sky
625,Bayir,TR,37.2687,28.2167,43.32,77,100,4.36,overcast clouds
626,Marienburg,PL,54.0359,19.0266,40.95,78,100,29.28,overcast clouds
627,Boa Vista,BR,2.8197,-60.6733,80.58,57,0,6.91,clear sky
628,Talnakh,RU,69.4865,88.3972,-2.79,97,100,8.39,overcast clouds
629,Saqqez,IR,36.2499,46.2735,6.24,100,49,4.34,scattered clouds
630,Kamaishi,JP,39.2667,141.8833,32.95,53,45,16.53,scattered clouds
631,Ulaanbaatar,MN,47.9077,106.8832,-2.07,78,75,2.24,broken clouds
632,Canton,CN,23.1167,113.25,61.0,49,1,11.39,clear sky
633,Port Macquarie,AU,-31.4333,152.9167,78.89,64,41,9.08,scattered clouds
634,Troitskoye,RU,52.9821,84.6757,5.81,87,32,5.14,scattered clouds
635,Rorvik,NO,64.8621,11.2373,38.79,69,100,39.66,light rain
636,Nemuro,JP,43.3236,145.575,21.63,49,9,15.14,clear sky
637,San Pedro,PH,14.35,121.0167,89.31,68,20,18.41,few clouds
638,Yajalon,MX,17.2333,-92.3333,57.52,100,100,1.77,overcast clouds
639,Tevaitoa,PF,-16.7833,-151.5,80.49,73,100,6.62,light rain
640,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,71.31,97,100,3.11,overcast clouds
641,Windhoek,NA,-22.5594,17.0832,66.11,85,75,2.3,broken clouds
642,Leshukonskoye,RU,64.8989,45.7622,7.16,96,100,6.89,overcast clouds
643,Shimoda,JP,34.6667,138.95,48.56,57,96,8.37,overcast clouds
644,Umm Kaddadah,SD,13.6017,26.6876,52.12,27,3,13.73,clear sky
645,Laukaa,RU,58.7372,29.8453,25.65,93,100,15.26,snow
646,Camaqua,BR,-30.8511,-51.8122,63.82,77,45,3.51,scattered clouds
647,Porto Novo,BJ,6.4965,2.6036,75.02,38,46,3.74,scattered clouds
648,Werda,BW,-25.2667,23.2833,71.8,71,90,13.33,overcast clouds
649,Pacifica,US,37.6138,-122.4869,55.17,80,20,1.99,few clouds
650,Irati,BR,-25.4672,-50.6511,59.45,100,100,2.86,overcast clouds
651,Brandon,US,27.9378,-82.2859,47.86,77,0,3.0,clear sky
652,Mataram,ID,-8.5833,116.1167,86.81,76,92,7.9,overcast clouds
653,Ust-Tsilma,RU,65.441,52.1498,16.02,93,99,6.93,overcast clouds
654,Roebourne,AU,-20.7833,117.1333,100.92,30,36,9.08,scattered clouds
655,Luanda,AO,-8.8368,13.2343,77.04,85,100,4.65,overcast clouds
656,Maceio,BR,-9.6658,-35.7353,76.44,88,75,2.3,broken clouds
657,Limbang,MY,4.75,115.0,86.31,72,100,3.24,overcast clouds
658,Asau,RO,46.4333,26.4,35.76,71,100,11.56,light snow
659,Gamba,GA,-2.65,10.0,76.08,92,91,0.78,overcast clouds
660,Lahan,NP,26.7296,86.4951,61.47,46,0,3.31,clear sky
661,Bac Lieu,VN,9.285,105.7244,84.04,64,50,9.98,scattered clouds
662,Nguruka,TZ,-5.1092,31.0419,63.99,95,100,1.25,overcast clouds
663,Bowen,AU,-20.0167,148.2333,88.02,64,2,16.69,clear sky
664,Tigil,RU,57.8,158.6667,24.93,80,100,11.14,overcast clouds
665,Birzai,LT,56.2,24.75,35.26,94,100,20.74,overcast clouds
666,Inirida,CO,3.8653,-67.9239,73.27,61,49,2.57,scattered clouds
667,Amantea,IT,39.1332,16.0746,48.15,52,21,1.77,few clouds
668,Blackwater,AU,-23.5833,148.8833,90.27,40,59,13.65,broken clouds
669,Rovaniemi,FI,66.5,25.7167,8.01,85,20,16.11,few clouds
670,Rock Sound,BS,24.9,-76.2,63.59,60,95,21.47,overcast clouds
671,Katherine,AU,-14.4667,132.2667,88.12,66,99,17.27,light rain
672,Praia,CV,14.9215,-23.5087,68.54,68,40,21.85,scattered clouds
673,La Ronge,CA,55.1001,-105.2842,12.45,85,100,5.75,overcast clouds
674,Rocha,UY,-34.4833,-54.3333,61.18,90,7,6.62,clear sky
675,Meulaboh,ID,4.1363,96.1285,84.69,68,17,2.06,few clouds
676,Contamana,PE,-7.3333,-75.0167,74.57,91,100,2.1,moderate rain
677,Moussoro,TD,13.6408,16.4901,56.91,20,32,12.91,scattered clouds
